"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"03/29/2021","AQS","180570008","1","5.2","ug/m3 LC","22","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"04/01/2021","AQS","180570008","1","3","ug/m3 LC","13","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"04/04/2021","AQS","180570008","1","12.1","ug/m3 LC","51","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"04/07/2021","AQS","180570008","1","20.3","ug/m3 LC","68","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"04/10/2021","AQS","180570008","1","6.3","ug/m3 LC","26","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"04/13/2021","AQS","180570008","1","6.5","ug/m3 LC","27","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"04/16/2021","AQS","180570008","1","9.5","ug/m3 LC","40","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"04/19/2021","AQS","180570008","1","9.1","ug/m3 LC","38","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"04/22/2021","AQS","180570008","1","8.1","ug/m3 LC","34","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"04/25/2021","AQS","180570008","1","5.8","ug/m3 LC","24","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"04/28/2021","AQS","180570008","1","11.9","ug/m3 LC","50","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"05/01/2021","AQS","180570008","1","5.3","ug/m3 LC","22","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"05/04/2021","AQS","180570008","1","5","ug/m3 LC","21","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"05/07/2021","AQS","180570008","1","8.3","ug/m3 LC","35","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"05/10/2021","AQS","180570008","1","4.5","ug/m3 LC","19","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"05/13/2021","AQS","180570008","1","4.7","ug/m3 LC","20","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"05/16/2021","AQS","180570008","1","8.7","ug/m3 LC","36","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"05/19/2021","AQS","180570008","1","11.3","ug/m3 LC","47","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"05/22/2021","AQS","180570008","1","14.3","ug/m3 LC","56","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"05/25/2021","AQS","180570008","1","20.4","ug/m3 LC","68","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"05/28/2021","AQS","180570008","1","5.8","ug/m3 LC","24","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"05/31/2021","AQS","180570008","1","10.3","ug/m3 LC","43","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"06/03/2021","AQS","180570008","1","4.5","ug/m3 LC","19","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"06/06/2021","AQS","180570008","1","12.5","ug/m3 LC","52","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"06/09/2021","AQS","180570008","1","4.6","ug/m3 LC","19","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"06/12/2021","AQS","180570008","1","13","ug/m3 LC","53","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"06/15/2021","AQS","180570008","1","5.1","ug/m3 LC","21","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"06/18/2021","AQS","180570008","1","19.6","ug/m3 LC","67","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"06/21/2021","AQS","180570008","1","8.5","ug/m3 LC","35","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"06/24/2021","AQS","180570008","1","11","ug/m3 LC","46","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"06/27/2021","AQS","180570008","1","8.8","ug/m3 LC","37","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"06/30/2021","AQS","180570008","1","7.2","ug/m3 LC","30","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"07/03/2021","AQS","180570008","1","5.4","ug/m3 LC","23","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"07/06/2021","AQS","180570008","1","26.7","ug/m3 LC","82","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"07/09/2021","AQS","180570008","1","4.8","ug/m3 LC","20","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"07/12/2021","AQS","180570008","1","7","ug/m3 LC","29","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"07/15/2021","AQS","180570008","1","14.5","ug/m3 LC","56","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"07/18/2021","AQS","180570008","1","7","ug/m3 LC","29","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"07/21/2021","AQS","180570008","1","31.1","ug/m3 LC","91","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"07/24/2021","AQS","180570008","1","24.6","ug/m3 LC","77","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"07/27/2021","AQS","180570008","1","18.6","ug/m3 LC","65","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"07/30/2021","AQS","180570008","1","12","ug/m3 LC","50","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"08/02/2021","AQS","180570008","1","8.6","ug/m3 LC","36","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"08/05/2021","AQS","180570008","1","10.9","ug/m3 LC","45","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"08/08/2021","AQS","180570008","1","20.5","ug/m3 LC","69","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"08/11/2021","AQS","180570008","1","14.4","ug/m3 LC","56","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"08/14/2021","AQS","180570008","1","8.1","ug/m3 LC","34","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"08/17/2021","AQS","180570008","1","11","ug/m3 LC","46","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"08/20/2021","AQS","180570008","1","13","ug/m3 LC","53","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"08/23/2021","AQS","180570008","1","10.3","ug/m3 LC","43","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"08/26/2021","AQS","180570008","1","8","ug/m3 LC","33","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"09/01/2021","AQS","180570008","1","6","ug/m3 LC","25","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"09/04/2021","AQS","180570008","1","9.4","ug/m3 LC","39","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"09/07/2021","AQS","180570008","1","10.9","ug/m3 LC","45","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"09/10/2021","AQS","180570008","1","7.5","ug/m3 LC","31","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"09/13/2021","AQS","180570008","1","16.8","ug/m3 LC","61","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"09/16/2021","AQS","180570008","1","8","ug/m3 LC","33","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"09/19/2021","AQS","180570008","1","10.2","ug/m3 LC","43","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"09/22/2021","AQS","180570008","1","2","ug/m3 LC","8","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"09/25/2021","AQS","180570008","1","7.7","ug/m3 LC","32","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"09/28/2021","AQS","180570008","1","18.7","ug/m3 LC","65","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"10/01/2021","AQS","180570008","1","8.5","ug/m3 LC","35","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"10/04/2021","AQS","180570008","1","8.1","ug/m3 LC","34","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"10/07/2021","AQS","180570008","1","4.3","ug/m3 LC","18","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"10/10/2021","AQS","180570008","1","14.5","ug/m3 LC","56","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"10/13/2021","AQS","180570008","1","7.8","ug/m3 LC","33","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"10/16/2021","AQS","180570008","1","4.6","ug/m3 LC","19","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"10/19/2021","AQS","180570008","1","11.6","ug/m3 LC","48","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"10/22/2021","AQS","180570008","1","3.7","ug/m3 LC","15","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"10/25/2021","AQS","180570008","1","3.4","ug/m3 LC","14","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"10/28/2021","AQS","180570008","1","4.3","ug/m3 LC","18","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"10/31/2021","AQS","180570008","1","4.6","ug/m3 LC","19","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"11/03/2021","AQS","180570008","1","6.4","ug/m3 LC","27","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"11/06/2021","AQS","180570008","1","17.1","ug/m3 LC","62","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"11/09/2021","AQS","180570008","1","20.1","ug/m3 LC","68","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"11/12/2021","AQS","180570008","1","5.3","ug/m3 LC","22","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"11/15/2021","AQS","180570008","1","7.9","ug/m3 LC","33","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"11/18/2021","AQS","180570008","1","4.9","ug/m3 LC","20","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"11/21/2021","AQS","180570008","1","13","ug/m3 LC","53","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"11/24/2021","AQS","180570008","1","6.5","ug/m3 LC","27","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"11/27/2021","AQS","180570008","1","7.6","ug/m3 LC","32","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"11/30/2021","AQS","180570008","1","10.7","ug/m3 LC","45","Carmel- Hazel Dell Pkwy.","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","057","Hamilton","39.9288040209288","-86.078775372"
"01/01/2021","AQS","180950011","3","10.6","ug/m3 LC","44","Anderson- Eastside Elem. School","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","095","Madison","40.1257028009299","-85.652184"
"01/02/2021","AQS","180950011","3","5.3","ug/m3 LC","22","Anderson- Eastside Elem. School","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","095","Madison","40.1257028009299","-85.652184"
"01/03/2021","AQS","180950011","3","8","ug/m3 LC","33","Anderson- Eastside Elem. School","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","095","Madison","40.1257028009299","-85.652184"
"01/04/2021","AQS","180950011","3","11.6","ug/m3 LC","48","Anderson- Eastside Elem. School","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","095","Madison","40.1257028009299","-85.652184"
"01/05/2021","AQS","180950011","3","13.1","ug/m3 LC","53","Anderson- Eastside Elem. School","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","095","Madison","40.1257028009299","-85.652184"
"01/06/2021","AQS","180950011","3","10.9","ug/m3 LC","45","Anderson- Eastside Elem. School","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","095","Madison","40.1257028009299","-85.652184"
"01/07/2021","AQS","180950011","3","9.6","ug/m3 LC","40","Anderson- Eastside Elem. School","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","095","Madison","40.1257028009299","-85.652184"
"01/08/2021","AQS","180950011","3","7.4","ug/m3 LC","31","Anderson- Eastside Elem. School","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","095","Madison","40.1257028009299","-85.652184"
"01/09/2021","AQS","180950011","3","13.2","ug/m3 LC","53","Anderson- Eastside Elem. School","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","095","Madison","40.1257028009299","-85.652184"
"01/10/2021","AQS","180950011","3","18.9","ug/m3 LC","65","Anderson- Eastside Elem. School","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","095","Madison","40.1257028009299","-85.652184"
"01/11/2021","AQS","180950011","3","14.4","ug/m3 LC","56","Anderson- Eastside Elem. School","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","095","Madison","40.1257028009299","-85.652184"
"01/12/2021","AQS","180950011","3","16.5","ug/m3 LC","60","Anderson- Eastside Elem. School","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","095","Madison","40.1257028009299","-85.652184"
"01/13/2021","AQS","180950011","3","16.5","ug/m3 LC","60","Anderson- Eastside Elem. School","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","095","Madison","40.1257028009299","-85.652184"
"01/14/2021","AQS","180950011","3","12.2","ug/m3 LC","51","Anderson- Eastside Elem. School","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","095","Madison","40.1257028009299","-85.652184"
"01/15/2021","AQS","180950011","3","6.7","ug/m3 LC","28","Anderson- Eastside Elem. School","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","095","Madison","40.1257028009299","-85.652184"
"01/16/2021","AQS","180950011","3","9.5","ug/m3 LC","40","Anderson- Eastside Elem. School","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","095","Madison","40.1257028009299","-85.652184"
"01/17/2021","AQS","180950011","3","6.9","ug/m3 LC","29","Anderson- Eastside Elem. School","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","095","Madison","40.1257028009299","-85.652184"
"01/18/2021","AQS","180950011","3","10.7","ug/m3 LC","45","Anderson- Eastside Elem. School","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","095","Madison","40.1257028009299","-85.652184"
"01/19/2021","AQS","180950011","3","10.8","ug/m3 LC","45","Anderson- Eastside Elem. School","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","095","Madison","40.1257028009299","-85.652184"
"01/20/2021","AQS","180950011","3","9","ug/m3 LC","38","Anderson- Eastside Elem. School","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","095","Madison","40.1257028009299","-85.652184"
"01/21/2021","AQS","180950011","3","4.5","ug/m3 LC","19","Anderson- Eastside Elem. School","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","095","Madison","40.1257028009299","-85.652184"
"01/22/2021","AQS","180950011","3","4.7","ug/m3 LC","20","Anderson- Eastside Elem. School","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","095","Madison","40.1257028009299","-85.652184"
"01/23/2021","AQS","180950011","3","9.3","ug/m3 LC","39","Anderson- Eastside Elem. School","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","095","Madison","40.1257028009299","-85.652184"
"01/24/2021","AQS","180950011","3","9.2","ug/m3 LC","38","Anderson- Eastside Elem. School","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","095","Madison","40.1257028009299","-85.652184"
"01/25/2021","AQS","180950011","3","14.6","ug/m3 LC","56","Anderson- Eastside Elem. School","1","100.0000","88101","PM2.5 - Local Conditions","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","095","Madison","40.1257028009299","-85.652184"
