"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"03/27/2021","AQS","180110001","1","0.04","ppm","37","Perry Worth ELEMENTRY SCHOOL, WEST OF WHITESTOWN","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","011","Boone","39.9977323389292","-86.395394405"
"03/28/2021","AQS","180110001","1","0.032","ppm","30","Perry Worth ELEMENTRY SCHOOL, WEST OF WHITESTOWN","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","011","Boone","39.9977323389292","-86.395394405"
"03/29/2021","AQS","180110001","1","0.041","ppm","38","Perry Worth ELEMENTRY SCHOOL, WEST OF WHITESTOWN","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","011","Boone","39.9977323389292","-86.395394405"
"03/30/2021","AQS","180110001","1","0.045","ppm","42","Perry Worth ELEMENTRY SCHOOL, WEST OF WHITESTOWN","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","011","Boone","39.9977323389292","-86.395394405"
"03/31/2021","AQS","180110001","1","0.037","ppm","34","Perry Worth ELEMENTRY SCHOOL, WEST OF WHITESTOWN","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","011","Boone","39.9977323389292","-86.395394405"
"04/01/2021","AQS","180110001","1","0.039","ppm","36","Perry Worth ELEMENTRY SCHOOL, WEST OF WHITESTOWN","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","011","Boone","39.9977323389292","-86.395394405"
"04/02/2021","AQS","180110001","1","0.04","ppm","37","Perry Worth ELEMENTRY SCHOOL, WEST OF WHITESTOWN","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","011","Boone","39.9977323389292","-86.395394405"
"04/03/2021","AQS","180110001","1","0.046","ppm","43","Perry Worth ELEMENTRY SCHOOL, WEST OF WHITESTOWN","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","011","Boone","39.9977323389292","-86.395394405"
"04/04/2021","AQS","180110001","1","0.052","ppm","48","Perry Worth ELEMENTRY SCHOOL, WEST OF WHITESTOWN","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","011","Boone","39.9977323389292","-86.395394405"
"04/05/2021","AQS","180110001","1","0.053","ppm","49","Perry Worth ELEMENTRY SCHOOL, WEST OF WHITESTOWN","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","011","Boone","39.9977323389292","-86.395394405"
"04/06/2021","AQS","180110001","1","0.045","ppm","42","Perry Worth ELEMENTRY SCHOOL, WEST OF WHITESTOWN","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","011","Boone","39.9977323389292","-86.395394405"
"04/07/2021","AQS","180110001","1","0.034","ppm","31","Perry Worth ELEMENTRY SCHOOL, WEST OF WHITESTOWN","17","100.0000","44201","Ozone","26900","Indianapolis-Carmel-Anderson, IN","18","Indiana","011","Boone","39.9977323389292","-86.395394405"
